指数日期,金额
2018-04-17,64.45
2018-04-18,66.45
2018-04-19,68.3
2018-04-20,66.85
2018-04-23,67.55
2018-04-24,67.25
2018-04-25,66.25
2018-04-26,66.9
2018-04-27,64.95
2018-04-30,65.35
2018-05-02,66.8
2018-05-03,66.8
2018-05-04,66.1
2018-05-07,66.95
2018-05-08,67.25
2018-05-09,66.25
2018-05-10,66.5
2018-05-11,67.8
2018-05-14,68.25
2018-05-15,67.4
2018-05-16,67.65
2018-05-17,67.25
2018-05-18,66.7
2018-05-21,64.9
2018-05-22,64.5
2018-05-23,63.4
2018-05-24,65.15
2018-05-25,63.75
2018-05-28,63.25
2018-05-30,64
2018-05-31,64.3
2018-06-01,64.7
2018-06-04,63.85
2018-06-05,64.75
2018-06-06,65.2
2018-06-07,65.15
2018-06-08,65.1
2018-06-11,65.7
2018-06-12,65.95
2018-06-13,65.8
2018-06-14,66
2018-06-18,66
2018-06-19,64.25
2018-06-20,64.25
2018-06-21,63.85
2018-06-22,63.9
2018-06-25,64.6
2018-06-26,64.65
2018-06-27,63.8
2018-06-28,63.95
2018-06-29,64.45
2018-07-02,63.8
2018-07-03,63.75
2018-07-04,63.35
2018-07-05,62.5
2018-07-06,62.65
2018-07-09,63.25
2018-07-10,63.2
2018-07-11,62.7
2018-07-12,63.5
2018-07-13,63.5
2018-07-16,63
2018-07-17,63.7
2018-07-18,63.75
2018-07-19,64.7
2018-07-20,64.8
2018-07-23,65.2
2018-07-24,65.35
2018-07-25,65.8
2018-07-26,65.45
2018-07-27,67.35
2018-07-30,66.95
2018-07-31,67.55
2018-08-01,66.45
2018-08-02,66.45
2018-08-03,67.45
2018-08-06,68.95
2018-08-07,69.5
2018-08-08,69.4
2018-08-10,68.75
2018-08-13,68.75
2018-08-14,67.5
2018-08-15,67.05
2018-08-16,66.9
2018-08-17,67.5
2018-08-20,67.95
2018-08-21,66.6
2018-08-23,65.65
2018-08-24,66.4
2018-08-27,65.85
2018-08-28,65.85
2018-08-29,65.55
2018-08-30,66.75
2018-08-31,66.15
2018-09-03,66.2
2018-09-04,66.7
2018-09-05,67.05
2018-09-06,68.85
2018-09-07,68.85
2018-09-10,68.55
2018-09-11,68.35
2018-09-12,68.1
2018-09-13,69.25
2018-09-14,69.6
2018-09-17,69.5
2018-09-18,69.5
2018-09-19,69.8
2018-09-20,69.75
2018-09-21,69.2
2018-09-24,68.9
2018-09-25,68.8
2018-09-26,69
2018-09-27,69.2
2018-09-28,69.5
2018-10-01,69.5
2018-10-02,69.6
2018-10-03,69.6
2018-10-04,69.6
2018-10-05,69.6
2018-10-08,69.4
2018-10-09,70.55
2018-10-10,71.7
2018-10-11,71.05
2018-10-12,71.5
2018-10-15,71.25
2018-10-16,71.75
2018-10-17,74.25
2018-10-18,74.3
2018-10-19,73.45
2018-10-22,75
2018-10-23,74.8
2018-10-24,76.4
2018-10-25,76.5
2018-10-26,77
2018-10-29,76.8
2018-10-30,75.55
2018-10-31,75.55
2018-11-01,74.55
2018-11-02,74.1
2018-11-05,75.8
2018-11-07,74.5
2018-11-08,76.25
2018-11-09,77.25
2018-11-12,76.75
2018-11-13,75.2
2018-11-14,74.55
2018-11-15,74.15
2018-11-16,75.1
2018-11-19,75.45
2018-11-20,73.5
2018-11-21,73.4
2018-11-22,72.05
2018-11-23,68.9
2018-11-26,64.7
2018-11-27,64.75
2018-11-28,65.8
2018-11-29,65.65
2018-11-30,65.45
2018-12-03,66.15
2018-12-04,67.6
2018-12-05,67.55
2018-12-06,66.1
2018-12-07,66.95
2018-12-10,66.8
2018-12-11,66.95
2018-12-12,67.15
2018-12-13,68.2
2018-12-14,69.9
2018-12-17,70.55
2018-12-18,69.9
2018-12-19,70.4
2018-12-20,72.15
2018-12-21,72.3
2018-12-26,71.85
2018-12-27,72.4
2018-12-28,72.7
2019-01-02,72.35
2019-01-03,72.75
2019-01-04,73.45
2019-01-07,74.95
2019-01-08,74.95
2019-01-09,74.5
2019-01-10,74.65
2019-01-11,74.7
2019-01-14,74.8
2019-01-15,74.6
2019-01-16,75.2
2019-01-17,74.75
2019-01-18,75.95
2019-01-21,75.95
2019-01-22,74.6
2019-01-23,74.6
2019-01-24,75.4
2019-01-25,75.4
2019-01-28,78.7
2019-01-29,79.95
2019-01-30,85.05
2019-01-31,85.4
2019-02-01,87
2019-02-07,90.5
2019-02-08,94.2
2019-02-11,90.2
2019-02-12,87.45
2019-02-13,86.45
2019-02-14,87.8
2019-02-15,87.35
2019-02-18,88.8
2019-02-19,88.7
2019-02-20,87.3
2019-02-21,86.7
2019-02-22,86.7
2019-02-25,84.55
2019-02-26,83.55
2019-02-27,83.3
2019-02-28,84.8
2019-02-29,87.3
2019-03-04,86.8
2019-03-05,88
2019-03-06,85.6
2019-03-07,87.05
2019-03-08,84.85
2019-03-11,83
2019-03-12,85.05
2019-03-13,84.1
2019-03-14,87.1
2019-03-15,86.2
2019-03-18,87.8
2019-03-19,86.95
2019-03-20,84.05
2019-03-21,84.1
2019-03-22,86.8
2019-03-25,84.95
2019-03-26,84.8
2019-03-27,84.4
2019-03-28,83.85
2019-03-29,87.05
2019-04-01,87.9
2019-04-02,89.65
2019-04-03,93.1
2019-04-04,92.9
2019-04-05,92.9
2019-04-08,95.05
2019-04-09,93.4
2019-04-10,94.3
2019-04-11,95
2019-04-12,95.8
2019-04-15,95.8
2019-04-16,94.3
2019-04-17,92.5
2019-04-18,91.8
2019-04-22,93.6
2019-04-23,94.2
2019-04-24,92.55
2019-04-25,92.6
2019-04-26,92.8
2019-04-29,93.35
2019-04-30,94.55
2019-05-02,94.6
2019-05-03,94.65
2019-05-06,93.15
2019-05-07,95.7
2019-05-08,94.25
2019-05-09,95.15
2019-05-10,95.45
2019-05-13,94.4
2019-05-14,93.45
2019-05-15,94.95
2019-05-16,98
2019-05-17,100.4
2019-05-21,101
2019-05-22,103.6
2019-05-23,102.45
2019-05-24,103.65
2019-05-27,108
2019-05-28,106.1
2019-05-29,103.5
2019-05-30,101.7
2019-05-31,99.8
2019-06-03,97.95
2019-06-04,99.9
2019-06-06,98.36
2019-06-10,100.4
2019-06-11,105.9
2019-06-12,106.5
2019-06-13,110.2
2019-06-14,109.4
2019-06-17,108.2
2019-06-18,112
2019-06-19,114.25
2019-06-20,117.55
2019-06-21,116.4
2019-06-24,116.3
2019-06-25,113.75
2019-06-26,114.75
2019-06-27,116.35
2019-06-28,117.95
2019-07-01,121.2
2019-07-02,126.2
2019-07-03,126.35
2019-07-04,122.3
2019-07-05,114.25
2019-07-08,117.75
2019-07-09,122.6
2019-07-10,121.2
2019-07-11,119.25
2019-07-12,118.55
2019-07-15,121.4
2019-07-16,122.2
2019-07-17,120.75
2019-07-18,119.5
2019-07-19,121.85
2019-07-22,118.1
2019-07-23,118.1
2019-07-24,115.1
2019-07-25,117
2019-07-26,118.75
2019-07-29,118.45
2019-07-30,121.15
2019-07-31,118.35
2019-08-01,113.9
2019-08-02,108.45
2019-08-05,99.15
2019-08-06,97.9
2019-08-07,92.8
2019-08-08,94.8
2019-08-13,88.5
2019-08-14,90.35
2019-08-15,88.8
2019-08-16,89.55
2019-08-19,88.7
2019-08-20,88.45
2019-08-21,83
2019-08-22,85
2019-08-25,86
2019-08-26,83.1
2019-08-27,83.5
2019-08-28,81.45
2019-08-29,85.85
2019-09-02,91.15
2019-09-03,89.35
2019-09-04,91.05
2019-09-05,90.2
2019-09-06,88.1
2019-09-09,91.95
2019-09-10,93.2
2019-09-11,95.5
2019-09-12,98.85
2019-09-13,99.1
2019-09-16,97.75
2019-09-17,96.5
2019-09-18,96.1
2019-09-19,92
2019-09-20,91.6
2019-09-23,93.65
2019-09-24,89.6
2019-09-25,89.6
2019-09-26,91.2
2019-09-27,91.5
2019-09-30,93.2
2019-10-08,94.5
2019-10-09,90.7
2019-10-10,93.4
2019-10-11,92.65
2019-10-14,91.5
2019-10-15,92.05
2019-10-16,87.1
2019-10-17,85.95
2019-10-18,85.7
2019-10-21,85.05
2019-10-22,86
2019-10-23,86.95
2019-10-24,87.05
2019-10-25,87.65
2019-10-29,85.5
2019-10-30,85.1
2019-10-31,84
2019-11-01,85
2019-11-04,82.7
2019-11-05,82.7
2019-11-06,83.4
2019-11-07,82.5
2019-11-08,79.9
2019-11-11,78.45
2019-11-12,81
2019-11-13,81.15
2019-11-14,83.4
2019-11-15,84.75
2019-11-18,85.1
2019-11-19,85.85
2019-11-20,86.65
2019-11-21,86.85
2019-11-22,87.8
2019-11-25,90.45
2019-11-26,88.7
2019-11-27,87
2019-11-28,87.75
2019-11-29,87.25
2019-12-02,88.75
2019-12-03,88
2019-12-04,89
2019-12-05,88.7
2019-12-06,89.4
2019-12-09,94.35
2019-12-10,93.15
2019-12-11,94.35
2019-12-12,93.8
2019-12-13,94.45
2019-12-16,93.9
2019-12-17,93.1
2019-12-18,92.3
2019-12-19,93.2
2019-12-20,90.9
2019-12-23,90.9
2019-12-24,91.1
2019-12-26,90.85
2019-12-28,89.7
2019-12-29,90.5
2019-12-30,90.75
2019-12-31,91.95
2020-01-02,93.2
2020-01-03,93.9
2020-01-06,94
2020-01-07,94
2020-01-08,95.65
2020-01-09,93.4
2020-01-10,93.25
2020-01-13,94.5
2020-01-14,96.15
2020-01-15,95.3
2020-01-16,95.25
2020-01-17,95.75
2020-01-20,95.85
2020-01-21,95.6
2020-01-22,95.4
2020-01-23,92.05
2020-01-24,92.05
2020-01-28,84.7
2020-01-29,85.6
2020-01-30,83
2020-01-31,82.55
2020-02-03,79.8
2020-02-04,83.05
2020-02-05,80.55
2020-02-06,82.15
2020-02-07,82.65
2020-02-10,81.7
2020-02-11,85.55
2020-02-12,88
2020-02-13,88.2
2020-02-14,88.35
2020-02-17,90.1
2020-02-18,89.15
2020-02-19,89.15
2020-02-20,91.1
2020-02-21,91.8
2020-02-24,91.2
2020-02-25,90.1
2020-02-26,87.35
2020-02-27,85.4
2020-02-28,83.9
2020-03-02,88.85
2020-03-03,87.85
2020-03-04,90.95
2020-03-05,91.9
2020-03-06,89.5
2020-03-09,87.2
2020-03-10,91.4
2020-03-11,89.35
2020-03-12,90.1
2020-03-13,91
2020-03-16,90.05
2020-03-17,90.75
2020-03-18,90.75
2020-03-19,90.5
2020-03-20,86.55
2020-03-23,80.2
2020-03-24,84.3
2020-03-25,87.05
2020-03-26,85.95
2020-03-27,85.9
2020-03-30,82.55
2020-03-31,83.7
2020-04-01,82
2020-04-02,83.5
2020-04-03,82.65
2020-04-06,81.95
2020-04-07,83.3
2020-04-08,83.55
2020-04-12,85.2
2020-04-13,86.1
2020-04-14,85.85
2020-04-15,84.5
2020-04-16,85.45
2020-04-19,86.2
2020-04-20,83.6
2020-04-21,84.2
2020-04-22,83.7
2020-04-23,83.9
2020-04-27,83.4
2020-04-28,82.4
2020-04-29,82.6
2020-04-30,83.95
2020-05-02,84.2
2020-05-08,88.45
2020-05-11,87.85
2020-05-12,90.15
2020-05-13,91.15
2020-05-14,90.75
2020-05-15,93.25
2020-05-18,96.15
2020-05-19,97.95
2020-05-20,96.1
2020-05-21,97.95
2020-05-22,96.85
2020-05-26,94.6
2020-05-27,95.1
2020-05-28,96.4
2020-05-29,100.9
2020-06-01,100.5
2020-06-02,101.75
2020-06-03,100.8
2020-06-04,99.2
2020-06-05,100.95
2020-06-08,106.55
2020-06-09,105.15
2020-06-10,103.85
2020-06-11,103.95
2020-06-12,105.35
2020-06-15,103.45
2020-06-16,105.45
2020-06-17,103.6
2020-06-18,103
2020-06-19,103
2020-06-22,101.5
2020-06-23,102.5
2020-06-24,104.6
2020-06-27,99.7
2020-06-28,101.05
2020-06-29,100.75
2020-06-30,100.45
2020-07-01,101.2
2020-07-04,101.6
2020-07-05,103.45
2020-07-06,106.9
2020-07-07,107.05
2020-07-10,111.85
2020-07-11,112.4
2020-07-12,112.7
2020-07-13,110.35
2020-07-14,110.45
2020-07-17,109.5
2020-07-18,111.15
2020-07-19,110.4
2020-07-20,111.2
2020-07-21,109.55
2020-07-24,107.8
2020-07-25,108.05
2020-07-26,110.9
2020-07-27,111.45
2020-07-30,116.35
2020-07-31,118
2020-08-01,118.45
2020-08-02,121.4
2020-08-03,118.85
2020-08-07,121.45
2020-08-08,122.2
2020-08-10,120.75
2020-08-11,121.75
2020-08-14,121.9
2020-08-15,127.6
2020-08-16,128.8
2020-08-17,128.4
2020-08-18,126.55
2020-08-21,124.45
2020-08-22,121.5
2020-08-23,123.25
2020-08-24,121.2
2020-08-25,123.25
2020-08-28,124.35
2020-08-29,125.45
2020-08-30,128.05
2020-08-31,130.8
2020-09-01,128.7
2020-09-04,129.9
2020-09-05,129
2020-09-06,127.2
2020-09-07,126.3
2020-09-08,129.05
2020-09-12,130.5
2020-09-13,128.55
2020-09-14,124.3
2020-09-15,122.05
2020-09-16,125.2
2020-09-19,120
2020-09-20,117
2020-09-21,114.4
2020-09-22,115.9
2020-09-23,116.05
2020-09-26,117.05
2020-09-27,118.95
2020-09-28,123.15
2020-10-09,125.85
2020-10-12,123.85
2020-10-13,121.35
2020-10-14,119.75
2020-10-15,118.9
2020-10-16,119.05
2020-10-19,119.4
2020-10-20,119.5
2020-10-21,120.4
2020-10-22,119.75
2020-10-23,115.55
2020-10-26,115
2020-10-27,115.7
2020-10-28,116.95
2020-10-29,116.25
2020-10-30,117.95
2020-11-02,119.05
2020-11-03,117.7
2020-11-04,117.65
2020-11-05,117.45
2020-11-06,118.1
2020-11-09,121.8
2020-11-10,123.3
2020-11-11,124.9
2020-11-12,123.4
2020-11-13,122.65
2020-11-16,124
2020-11-17,126.15
2020-11-18,127.25
2020-11-19,128.3
2020-11-20,129.5
2020-11-23,126.8
2020-11-24,127.75
2020-11-25,128.15
2020-11-26,129.95
2020-11-27,130.95
2020-11-30,132.3
2020-12-01,133.05
2020-12-02,136.75
2020-12-03,137.8
2020-12-04,145.3
2020-12-07,147.55
2020-12-08,149.95
2020-12-09,150.75
2020-12-10,158.25
2020-12-11,160.7
2020-12-14,154.5
2020-12-15,155.75
2020-12-16,157.05
2020-12-17,158.7
2020-12-18,164.15
2020-12-21,176.9
2020-12-22,167
2020-12-23,163.05
2020-12-24,166.5
2020-12-28,164.25
2020-12-29,162.5
2020-12-30,158.9
2020-12-31,159.2
2021-01-04,164.5
2021-01-05,167.15
2021-01-06,167.95
2021-01-07,170.6
2021-01-08,171.75
2021-01-11,171.1
2021-01-12,171.35
2021-01-13,169
2021-01-14,171.45
2021-01-15,172.8
2021-01-18,173.6
2021-01-19,170.25
2021-01-20,168.9
2021-01-21,170.55
2021-01-22,168.6
2021-01-25,168.5
2021-01-26,164.65
2021-01-27,165.55
2021-01-28,156.2
2021-01-29,158.05
2021-02-01,156.05
2021-02-02,150.1
2021-02-03,152.05
2021-02-04,158.05
2021-02-05,155.9
2021-02-08,159.8
2021-02-09,163.45
2021-02-10,165.95
2021-02-17,168.95
2021-02-18,174.45
2021-02-19,172.2
2021-02-20,175.6
2021-02-21,172.75
2021-02-24,175.6
2021-02-25,172.75
2021-02-26,172.5
2021-02-27,174.3
2021-02-28,176.65
2021-03-02,174.35
2021-03-03,175.55
2021-03-04,177.45
2021-03-05,178.45
2021-03-06,174.65
2021-03-09,174.15
2021-03-10,163.6
2021-03-11,164.7
2021-03-12,171.05
2021-03-13,165.7
2021-03-16,163.65
2021-03-17,166.3
2021-03-18,165.85
2021-03-19,166
2021-03-20,160.2
2021-03-23,156.35
2021-03-24,160.5
2021-03-25,159.55
2021-03-26,160.2
2021-03-27,161.45
2021-03-30,167.7
2021-03-31,166.55
2021-04-01,164.75
2021-04-02,167
2021-04-05,167.7
2021-04-06,170.85
2021-04-07,172.9
2021-04-08,172.15
2021-04-09,172.35
2021-04-12,173
2021-04-13,172.35
2021-04-14,172.65
2021-04-15,177.3
2021-04-16,177.85
2021-04-19,181.2
2021-04-20,187.75
2021-04-21,185.75
2021-04-22,183.6
2021-04-23,185.1
2021-04-26,191.45
2021-04-27,193.85
2021-04-28,190.45
2021-04-29,190.45
2021-04-30,186.45
2021-05-04,186.45
2021-05-05,189.65
2021-05-06,192.7
2021-05-07,202.65
2021-05-08,212.75
2021-05-11,229.55
2021-05-12,228.9
2021-05-13,233.1
2021-05-15,209.35
2021-05-18,217
2021-05-19,223.75
2021-05-20,215.45
2021-05-21,210.85
2021-05-22,200.1
2021-05-25,188.25
2021-05-26,191.65
2021-05-28,187.65
2021-05-29,189.55
2021-05-30,198.75
2021-05-31,209.1
2021-06-01,209.45
2021-06-02,211.2
2021-06-05,208.35
2021-06-06,202.85
2021-06-07,210.4
2021-06-08,213.5
2021-06-09,217
2021-06-12,219.95
2021-06-13,222.3
2021-06-14,222.35
2021-06-15,213.65
2021-06-16,220.8
2021-06-19,217.3
2021-06-20,206.55
2021-06-21,212.7
2021-06-22,216.6
2021-06-23,214.9
2021-06-26,218.7
2021-06-27,220.05
2021-06-28,214.1
2021-06-29,218.4
2021-06-30,218.8
2021-07-03,217.3
2021-07-04,221.4
2021-07-05,222
2021-07-06,222.85
2021-07-07,218.2
2021-07-10,216.5
2021-07-11,218.45
2021-07-12,217.85
2021-07-13,217.85
2021-07-14,222.3
2021-07-18,221.1
2021-07-19,220.05
2021-07-22,213.6
2021-07-23,201.5
2021-07-24,201.9
2021-07-25,202.95
2021-07-26,200.45
2021-07-27,201.25
2021-07-29,195
2021-07-30,180.5
2021-08-02,183.4
2021-08-03,184.15
2021-08-04,183.15
2021-08-05,170.05
2021-08-08,171.2
2021-08-11,162.2
2021-08-12,166.2
2021-08-13,161.45
2021-08-14,160.85
2021-08-17,162.5
2021-08-18,159.5
2021-08-19,153.05
2021-08-20,130.2
2021-08-21,139.1
2021-08-24,136.5
2021-08-25,148.6
2021-08-26,149.45
2021-08-27,153.35
2021-08-30,159.05
2021-08-31,157.75
2021-09-01,152.6
2021-09-02,143.55
2021-09-03,139.7
2021-09-06,145.05
2021-09-07,131.5
2021-09-08,137.85
2021-09-09,133.05
2021-09-10,130.5
2021-09-13,128.75
2021-09-14,122.6
2021-09-15,120.35
2021-09-16,113.4
2021-09-17,106.5
2021-09-20,100.8
2021-09-21,94
2021-09-22,94
2021-09-23,107.55
2021-09-24,108.9
2021-09-25,110.15
2021-09-26,118.65
2021-09-27,112.35
2021-09-28,114.8
2021-10-07,117.8
2021-10-08,125.05
2021-10-11,136.95
2021-10-12,128.5
2021-10-13,123.6
2021-10-14,126
2021-10-15,125.45
2021-10-18,124.15
2021-10-19,123.5
2021-10-20,124.45
2021-10-21,117.5
2021-10-24,120.35
2021-10-25,119.75
2021-10-26,122.75
2021-10-27,119.65
2021-10-28,113.15
2021-10-31,106.75
2021-11-01,103.3
2021-11-02,96.45
2021-11-03,99.7
2021-11-06,92.75
2021-11-07,93.85
2021-11-08,92.45
2021-11-09,89.5
2021-11-12,94.2
2021-11-13,89.75
2021-11-14,89.15
2021-11-15,90.4
2021-11-16,89.95
2021-11-19,87.2
2021-11-20,91.3
2021-11-21,94.7
2021-11-22,99.45
2021-11-23,103.45
2021-11-26,100.1
2021-11-27,96.65
2021-11-28,99.95
2021-11-29,100.1
2021-11-30,101.4
2021-12-03,98.35
2021-12-04,98.5
2021-12-05,100.4
2021-12-06,108.55
2021-12-07,107
2021-12-10,106.7
2021-12-11,102.6
2021-12-12,110.2
2021-12-13,108.25
2021-12-14,109.7
2021-12-17,114.7
2021-12-18,118.25
2021-12-19,123.2
2021-12-20,123.8
2021-12-21,122.6
2021-12-24,123.75
2021-12-26,125.05
2021-12-28,117.7
2021-12-29,118.05
2021-12-30,117.25
2021-12-31,119
2022-01-03,119.5
2022-01-04,122.9
2022-01-05,125.35
2022-01-06,128.25
2022-01-09,127.3
2022-01-10,125.45
2022-01-11,128.6
2022-01-12,131.6
2022-01-13,127.95
2022-01-16,126.75
2022-01-17,124
2022-01-18,127.3
2022-01-19,130.2
2022-01-20,133.65
2022-01-23,137.4
2022-01-24,133.7
2022-01-25,137.85
2022-01-26,138.1
2022-01-27,138.75
2022-01-30,138.75
2022-01-31,147.9
2022-02-01,141.75
2022-02-02,145.95
2022-02-05,146.6
2022-02-06,149.4
2022-02-07,149.95
2022-02-08,146.75
2022-02-09,153.75
2022-02-12,150.15
2022-02-13,149.4
2022-02-14,136.2
2022-02-15,140.3
2022-02-16,130.65
2022-02-19,133.5
2022-02-20,139
2022-02-21,136.75
2022-02-22,138.05
2022-02-23,136.95
2022-02-26,133.45
2022-02-27,139.1
2022-02-28,144.45
2022-02-29,145
2022-03-01,153
2022-03-04,152.4
2022-03-05,162.75
2022-03-06,162.25
2022-03-07,157.55
2022-03-08,156.35
2022-03-11,154.5
2022-03-12,144.9
2022-03-13,135.55
2022-03-14,145.45
2022-03-15,146.9
2022-03-18,151.35
2022-03-19,147.9
2022-03-20,143.5
2022-03-21,146.45
2022-03-22,146.35
2022-03-25,150.8
2022-03-26,152.4
2022-03-27,152.95
2022-03-28,158.2
2022-03-29,158.3
2022-04-01,159.85
2022-04-02,160.8
2022-04-03,160.8
2022-04-04,160.2
2022-04-05,155.05
2022-04-08,154.65
2022-04-09,150.6
2022-04-10,154.85
2022-04-11,151.4
2022-04-12,152.8
2022-04-15,153.85
2022-04-16,149.85
2022-04-17,150.7
2022-04-18,150.05
2022-04-21,150.5
2022-04-22,135.75
2022-04-23,138.95
2022-04-24,140.45
2022-04-25,142
2022-04-28,142.35
2022-04-29,142.9
2022-04-30,145.8
2022-05-02,139
2022-05-08,131.35
2022-05-09,128.1
2022-05-10,133.5
2022-05-11,127.56
2022-05-14,127.35
2022-05-16,130.15
2022-05-17,126.6
2022-05-18,129.4
2022-05-21,136.25
2022-05-22,135.95
2022-05-23,130.5
2022-05-24,133.4
2022-05-27,131.25
2022-05-28,134.45
2022-05-29,136.6
2022-05-30,136.5
2022-05-31,136.55
2022-06-02,143.65
2022-06-03,143.65
2022-06-06,146.75
2022-06-07,147.25
2022-06-08,146.9
2022-06-09,143.85
2022-06-10,141.55
2022-06-13,136.6
2022-06-14,134.2
2022-06-15,130.85
2022-06-16,129.5
2022-06-19,122.15
2022-06-20,112.35
2022-06-21,115.9
2022-06-22,109.4
2022-06-23,116.05
2022-06-26,115
2022-06-27,119.6
2022-06-28,125
2022-06-29,123.2
2022-06-30,120.1
2022-07-03,116.45
2022-07-04,109.9
2022-07-05,114.3
2022-07-06,112.35
2022-07-07,114.85
2022-07-10,114.05
2022-07-12,105.8
2022-07-13,109.4
2022-07-14,100.25
2022-07-17,96.6
2022-07-18,100.9
2022-07-19,96.45
2022-07-20,97.55
2022-07-21,96.4
2022-07-24,100.35
2022-07-25,104
2022-07-26,111.7
2022-07-27,111.05
2022-07-28,117.95
2022-07-31,114
2022-08-01,112.9
2022-08-02,113.3
2022-08-03,108.1
2022-08-04,103.8
2022-08-07,106.95
2022-08-08,108.8
2022-08-11,108.4
2022-08-12,110.6
2022-08-13,108.85
2022-08-14,104.4
2022-08-15,104.05
2022-08-18,100.4
2022-08-19,100.6
2022-08-22,99.7
2022-08-23,100.65
2022-08-24,102.3
2022-08-25,102.5
2022-08-26,102.25
2022-08-29,105.8
2022-08-30,101.75
2022-08-31,97.6
2022-09-01,100.95
2022-09-02,95.6
2022-09-05,95
2022-09-06,98
2022-09-07,97.3
2022-09-08,96.9
2022-09-09,99.8
2022-09-12,103.65
2022-09-13,101.95
2022-09-14,104.25
2022-09-15,100.8
2022-09-16,101.05
2022-09-19,98.45
2022-09-20,97.7
2022-09-21,96.65
2022-09-22,96.4
2022-09-23,98.75
2022-09-24,99.6
2022-09-25,96.05
2022-09-26,97.6
2022-09-27,96.05
2022-09-28,97.6
2022-09-29,95.5
2022-09-30,95.85
2022-10-03,95.95
2022-10-04,95.3
2022-10-05,95.5
2022-10-06,95.7
2022-10-07,95.8
2022-10-08,95.8
2022-10-09,98.75
2022-10-10,97.05
2022-10-11,96.5
2022-10-12,94.2
2022-10-14,96.15
2022-10-15,93.75
2022-10-16,94.8
2022-10-17,93.75
2022-10-18,91.4
2022-10-21,93
2022-10-25,89.5
2022-10-26,87.8
2022-10-27,82.5
2022-10-30,81.85
2022-10-31,79.5
2022-11-01,80.15
2022-11-02,83.05
2022-11-03,83.75
2022-11-06,88.05
2022-11-07,87.95
2022-11-08,89.05
2022-11-09,89.55
2022-11-10,88.15
2022-11-13,92.25
2022-11-14,95.3
2022-11-15,95.7
2022-11-16,98.1
2022-11-17,98.35
2022-11-20,99.1
2022-11-21,96.25
2022-11-22,94.2
2022-11-23,95.2
2022-11-24,96.45
2022-11-27,99.65
2022-11-28,98.9
2022-11-29,101.25
2022-11-30,101.15
2022-12-01,103.1
2022-12-04,107.3
2022-12-05,109.6
2022-12-06,109.7
2022-12-07,107.45
2022-12-08,110.7
2022-12-11,112.4
2022-12-12,110.25
2022-12-13,110.3
2022-12-14,109.75
2022-12-15,113.15
2022-12-18,112.7
2022-12-19,109.2
2022-12-20,110.5
2022-12-21,114.25
2022-12-22,111.65
2022-12-26,112.5
2022-12-28,114.65
2022-12-29,114.75
2022-12-30,115.55
2022-12-31,117.35
2023-01-03,117.65
2023-01-04,117
2023-01-05,117.2
2023-01-07,119.8
2023-01-08,118.7
2023-01-09,122.15
2023-01-10,124
2023-01-11,123.65
2023-01-14,127
2023-01-15,120.75
2023-01-16,121.5
2023-01-17,122.7
2023-01-18,124.95
2023-01-21,126.65
2023-01-22,126.8
2023-01-23,127.4
2023-01-24,127.4
2023-01-29,129.8
2023-01-30,128.95
2023-01-31,126.7
2023-02-01,125.15
2023-02-04,126.25
2023-02-05,124.05
2023-02-06,121.7
2023-02-07,122.9
2023-02-08,125.5
2023-02-11,126.1
2023-02-12,121.85
2023-02-13,123.75
2023-02-14,123.6
2023-02-15,124.75
2023-02-18,127.3
2023-02-19,129.55
2023-02-20,131.85
2023-02-21,130.6
2023-02-24,130.2
2023-02-25,126.65
2023-02-26,122.5
2023-02-27,124.1
2023-02-28,126.8
2023-03-02,127.25
2023-03-03,127.45
2023-03-04,125.35
2023-03-05,128
2023-03-06,127.9
2023-03-09,129
2023-03-10,129.95
2023-03-11,132.35
2023-03-12,133
2023-03-13,133.1
2023-03-17,130.45
2023-03-18,132
2023-03-19,126.5
2023-03-20,124.7
2023-03-21,121.4
2023-03-22,120.3
2023-03-25,121.1
2023-03-26,121.65
2023-03-27,121.65
2023-03-28,123.7
2023-03-29,125.1
2023-04-01,128
2023-04-02,127.3
2023-04-03,122.4
2023-04-04,121.1
2023-04-05,120.45
2023-04-08,119.6
2023-04-10,119.65
2023-04-11,122
2023-04-12,120.75
2023-04-15,118.95
2023-04-16,118.9
2023-04-17,120
2023-04-18,120.45
2023-04-19,120.7
2023-04-22,118.2
2023-04-23,112.15
2023-04-24,106.8
2023-04-25,104.35
2023-04-26,107.65
2023-04-27,106.05
2023-04-30,106.5
2023-05-02,106.4
2023-05-03,106.2
2023-05-04,104.05
2023-05-07,103.65
2023-05-08,109.95
2023-05-09,106
2023-05-10,107.5
2023-05-11,102.85
2023-05-14,103.05
2023-05-15,108.4
2023-05-16,108.4
2023-05-17,111
2023-05-18,110.3
2023-05-21,108.4
2023-05-22,104.85
2023-05-23,102.4
2023-05-24,97.35
2023-05-25,98.1
2023-05-28,102.45
2023-05-29,104.45
2023-05-30,102.65
2023-05-31,103.2
2023-06-01,104.35
2023-06-04,109
2023-06-05,109.9
2023-06-06,111.1
2023-06-07,114.5
2023-06-08,116.25
2023-06-11,112.4
2023-06-12,112.9
2023-06-13,114.3
2023-06-14,115.4
2023-06-17,115.5
2023-06-18,115.15
2023-06-19,114.75
2023-06-20,112.4
2023-06-21,112.4
2023-06-24,112.15
2023-06-25,109.45
2023-06-26,113.95
2023-06-27,113.5
2023-06-30,111.6
2023-07-01,110.55
2023-07-02,110.5
2023-07-03,111.55
