QUOTEDATE,SpotDZYangDiPowder,SpotDZPB_Powder,SpotDZJinBubaPowder,SpotDZKaraLaraFinePowder,SpotDZKaraJagasPowder,SpotDZBaMixBRBF,SpotDZUltraSpecialPowder,PusiIndex62USD,SpotDiscountPort,BaseDZYangDiPowder,BaseDZUltraSpecialPowder,BaseDZPB_Powder,BaseDZJinBubaPowder,SwapJan,SwapMay,SwapSep,ImportProfitJan,ImportProfitMay,ImportProfitSep,RebarMineRatioSpot,RebarMineRatioJan,RebarMineRatioMay,RebarMineRatioOct,date
2023-03-14,875.0,928.0,886.0,1063.0,1030.0,960.0,800.0,133.0,1074.0,145.0,88.0,67.0,119.0,130.73,126.63,122.88,-142.84,-169.2,-187.3,4.48,4.75,5.01,5.19,2023-03-14
2023-03-15,879.0,933.0,889.0,1068.0,1034.0,965.0,800.0,133.1,1071.0,143.0,81.0,66.0,115.0,131.21,127.14,123.28,-133.79,-160.08,-178.5,4.44,4.68,4.91,5.1,2023-03-15
2023-03-16,873.0,915.0,873.0,1053.0,1016.0,45.0,780.0,,,160.0,84.0,71.0,123.0,,,,,,,4.47,4.66,4.94,5.12,2023-03-16
2023-03-17,885.0,924.0,881.0,1063.0,1030.0,954.0,794.0,132.0,1068.0,161.0,86.0,68.0,118.0,129.68,125.23,121.12,-136.3,-169.03,-182.41,4.43,4.66,4.93,5.1,2023-03-17
2023-03-20,868.0,902.0,862.0,1048.0,1008.0,932.0,769.0,126.5,1020.0,174.0,91.0,76.0,130.0,124.56,120.08,116.03,-126.93,-158.97,-167.87,4.51,4.75,5.05,5.2,2023-03-20
2023-03-21,860.0,893.0,854.0,1038.0,1001.0,924.0,763.0,124.7,1007.0,169.0,89.0,70.0,125.0,122.39,117.89,113.81,-109.04,-143.11,-151.44,4.51,4.73,5.03,5.18,2023-03-21
2023-03-22,865.0,900.0,861.0,1045.0,1008.0,931.0,768.0,121.4,981.0,188.0,108.0,91.0,146.0,119.07,114.55,110.47,-97.7,-137.08,-143.38,4.46,4.8,5.16,5.31,2023-03-22
2023-03-23,853.0,885.0,843.0,1023.0,985.0,915.0,755.0,,,186.0,105.0,86.0,138.0,,,,,,,4.49,4.77,5.19,5.34,2023-03-23
2023-03-24,848.0,884.0,843.0,1018.0,986.0,911.0,755.0,121.1,974.0,168.0,92.0,73.0,126.0,118.3,113.41,109.26,-90.0,-128.03,-134.81,4.48,4.74,5.14,5.29,2023-03-24
2023-03-27,857.0,890.0,848.0,1023.0,992.0,917.0,760.0,121.65,983.0,171.0,91.0,72.0,124.0,119.2,114.32,110.22,-85.47,-122.27,-130.59,4.45,4.7,5.08,5.25,2023-03-27
2023-03-28,863.0,900.0,854.0,1033.0,1002.0,927.0,766.0,123.7,999.0,169.0,89.0,75.0,122.0,121.28,116.74,112.71,-97.7,-138.45,-148.16,4.42,4.69,5.09,5.26,2023-03-28
2023-03-29,865.0,909.0,863.0,1038.0,1008.0,936.0,775.0,125.1,1010.0,163.0,90.0,76.0,123.0,122.85,118.33,114.27,-101.88,-145.76,-156.72,4.38,4.66,5.07,5.26,2023-03-29
2023-03-30,875.0,916.0,872.0,1050.0,1020.0,943.0,780.0,,,159.0,81.0,69.0,118.0,,,,,,,4.37,4.6,5.0,,2023-03-30
2023-03-31,875.0,917.0,870.0,1050.0,1020.0,950.0,788.0,127.3,1026.0,158.0,88.0,68.0,115.0,125.32,120.38,116.39,-106.51,-145.05,-155.99,4.37,4.59,4.98,5.15,2023-03-31
2023-04-03,858.0,902.0,860.0,1038.0,997.0,934.0,775.0,122.4,990.0,155.0,90.0,68.0,120.0,120.8,115.95,111.84,-85.51,-130.35,-139.94,4.37,4.54,4.97,5.15,2023-04-03
2023-04-04,854.0,892.0,845.0,1028.0,991.0,925.0,763.0,121.1,978.0,160.0,86.0,66.0,113.0,117.85,112.92,108.84,-72.78,-118.45,-128.73,4.36,4.56,4.98,5.17,2023-04-04
2023-04-06,850.0,890.0,842.0,1018.0,988.0,923.0,755.0,119.6,967.0,162.0,83.0,70.0,116.0,117.51,112.35,108.44,-74.73,-117.17,-128.82,4.33,4.55,4.97,5.16,2023-04-06
2023-04-07,855.0,898.0,851.0,1023.0,999.0,928.0,768.0,,,155.0,86.0,67.0,114.0,,,,,,,4.33,4.54,5.01,5.23,2023-04-07
2023-04-10,845.0,885.0,839.0,1013.0,985.0,915.0,755.0,119.65,968.0,151.0,78.0,60.0,108.0,117.49,111.97,107.78,-71.42,-131.98,-147.39,4.33,4.52,5.03,5.25,2023-04-10
2023-04-11,855.0,895.0,845.0,1018.0,990.0,925.0,767.0,122.0,988.0,147.0,76.0,56.0,99.0,119.75,113.72,108.84,-73.0,-123.14,-141.22,4.27,4.45,4.93,5.2,2023-04-11
2023-04-12,854.0,887.0,841.0,1013.0,984.0,918.0,758.0,120.75,977.0,153.0,74.0,54.0,102.0,118.23,112.34,107.64,-70.26,-124.42,-139.33,4.31,4.45,4.95,5.2,2023-04-12
2023-04-13,845.0,875.0,831.0,1003.0,975.0,905.0,746.0,118.95,961.0,153.0,70.0,50.0,100.0,116.4,110.48,105.7,-64.65,-128.59,-146.9,4.33,4.47,5.05,5.33,2023-04-13
2023-04-17,851.0,884.0,840.0,1013.0,983.0,915.0,747.0,120.0,969.0,148.0,60.0,49.0,99.0,116.77,109.58,104.6,-53.26,-112.02,-127.91,4.31,4.45,5.07,5.34,2023-04-17
2023-04-18,854.0,893.0,845.0,1018.0,988.0,923.0,752.0,120.45,975.0,140.0,55.0,48.0,94.0,117.72,109.68,104.42,-50.59,-105.2,-120.38,4.29,4.41,5.04,5.31,2023-04-18
2023-04-19,853.0,886.0,841.0,1013.0,980.0,917.0,748.0,120.7,975.0,137.0,48.0,38.0,87.0,117.36,108.89,103.46,-47.09,-107.23,-117.0,4.3,4.37,5.05,5.3,2023-04-19
2023-04-20,847.0,875.0,831.0,1006.0,973.0,907.0,739.0,118.2,959.0,140.0,48.0,36.0,86.0,115.37,106.84,101.24,-40.53,-106.28,-111.79,4.32,4.4,5.14,5.39,2023-04-20
2023-04-21,820.0,837.0,793.0,966.0,926.0,869.0,705.0,112.15,909.0,146.0,47.0,29.0,81.0,108.08,100.9,96.08,-22.54,-94.07,-96.99,4.46,4.46,5.22,5.42,2023-04-21
2023-04-24,789.0,807.0,760.0,936.0,898.0,839.0,674.0,106.8,869.0,146.0,47.0,31.0,79.0,103.91,97.27,92.84,-21.27,-72.19,-80.27,4.47,4.52,5.15,5.38,2023-04-24
2023-04-25,783.0,803.0,755.0,926.0,890.0,835.0,665.0,104.35,850.0,146.0,44.0,33.0,81.0,102.44,95.5,91.12,-17.81,-69.83,-76.76,4.49,4.53,5.18,5.4,2023-04-25
2023-04-26,790.0,811.0,763.0,926.0,895.0,843.0,670.0,107.65,880.0,150.0,46.0,38.0,85.0,105.18,98.02,93.54,-35.27,-84.07,-90.21,4.45,4.5,5.19,5.4,2023-04-26
2023-04-27,797.0,818.0,770.0,926.0,895.0,850.0,675.0,,,139.0,33.0,27.0,74.0,,,,,,,4.43,4.38,5.17,5.41,2023-04-27
2023-05-04,774.0,792.0,746.0,903.0,878.0,824.0,657.0,104.05,850.0,113.0,13.0,-2.0,48.0,102.77,94.33,89.56,-2.08,-77.55,-81.23,4.48,4.24,5.18,5.4,2023-05-04
2023-05-05,758.0,779.0,744.0,893.0,875.0,801.0,642.0,103.65,847.0,114.0,14.0,2.0,64.0,102.33,94.18,89.63,-14.49,-75.4,-79.89,4.47,4.31,5.19,5.4,2023-05-05
2023-05-08,769.0,798.0,740.0,908.0,889.0,820.0,658.0,109.95,897.0,97.0,3.0,-6.0,30.0,107.73,100.16,95.17,-28.36,-98.74,-105.77,4.48,4.25,5.17,5.4,2023-05-08
2023-05-09,759.0,790.0,740.0,899.0,880.0,812.0,658.0,106.0,868.0,80.0,-3.0,-21.0,24.0,105.2,96.82,89.63,-3.12,-80.63,-67.45,4.52,4.19,5.17,5.39,2023-05-09
2023-05-10,761.0,790.0,739.0,899.0,880.0,812.0,660.0,107.5,880.0,100.0,17.0,-3.0,41.0,106.32,97.79,89.63,-31.04,-79.29,-63.93,4.49,4.22,5.09,5.36,2023-05-10
2023-05-11,749.0,765.0,721.0,884.0,860.0,795.0,643.0,102.85,841.0,109.0,20.0,-9.0,44.0,103.08,93.24,88.29,-28.2,-69.64,-74.38,4.63,4.26,5.15,5.39,2023-05-11
2023-05-12,744.0,764.0,715.0,884.0,858.0,789.0,647.0,103.05,847.0,88.0,10.0,-25.0,22.0,103.68,93.71,88.91,-15.58,-72.73,-78.75,4.53,4.1,5.13,5.38,2023-05-12
2023-05-15,767.0,790.0,741.0,904.0,880.0,810.0,663.0,108.4,891.0,114.0,28.0,4.0,51.0,107.09,98.61,93.48,-47.3,-87.22,-93.94,4.44,4.19,5.06,5.32,2023-05-15
2023-05-16,760.0,787.0,734.0,904.0,880.0,807.0,662.0,108.4,889.0,99.0,19.0,-6.0,36.0,107.07,98.66,93.53,-41.74,-91.04,-100.17,4.43,4.2,5.03,5.31,2023-05-16
2023-05-17,768.0,804.0,747.0,924.0,900.0,824.0,675.0,111.0,913.0,108.0,33.0,12.0,50.0,108.53,101.69,93.53,-51.41,-89.19,-86.6,4.37,4.28,4.97,5.32,2023-05-17
2023-05-18,763.0,801.0,748.0,924.0,900.0,821.0,674.0,110.3,910.0,195.0,125.0,101.0,144.0,95.23,91.53,-84.3,-103.56,-100.4,4.41,4.94,5.29,5.42,,2023-05-18
2023-05-19,759.0,793.0,740.0,924.0,894.0,816.0,665.0,108.4,900.0,201.0,125.0,103.0,145.0,93.81,90.18,-85.75,-104.69,-100.99,4.41,4.95,5.31,5.44,,2023-05-19
2023-05-22,751.0,774.0,726.0,914.0,875.0,797.0,652.0,104.85,869.0,212.0,131.0,102.0,150.0,95.99,90.82,87.3,-85.14,-99.54,-95.05,4.45,4.98,5.3,5.42,2023-05-22
2023-05-23,747.0,768.0,720.0,909.0,867.0,791.0,640.0,102.4,852.0,216.0,127.0,105.0,153.0,95.99,88.36,84.81,-91.98,-83.5,-78.35,4.48,5.07,5.38,5.5,2023-05-23
2023-05-24,723.0,747.0,705.0,889.0,850.0,773.0,630.0,97.35,814.0,215.0,141.0,106.0,161.0,93.69,88.36,84.81,-100.04,-104.68,-96.97,4.48,5.08,5.37,5.51,2023-05-24
2023-05-25,723.0,750.0,708.0,892.0,853.0,776.0,630.0,98.31,822.0,216.0,142.0,111.0,166.0,89.72,87.87,81.39,-72.36,-107.11,-74.45,4.4,5.04,5.36,5.47,2023-05-25
2023-05-26,748.0,775.0,729.0,908.0,873.0,801.0,648.0,102.45,857.0,215.0,133.0,110.0,160.0,94.28,89.39,85.77,-79.89,-92.92,-85.07,4.32,4.92,5.22,5.34,2023-05-26
2023-05-29,748.0,783.0,735.0,913.0,880.0,809.0,653.0,104.45,871.0,206.0,129.0,109.0,157.0,96.12,91.18,87.49,-87.56,-104.06,-100.06,4.27,4.88,5.22,5.37,2023-05-29
2023-05-30,727.0,775.0,728.0,908.0,874.0,801.0,650.0,102.65,859.0,194.0,138.0,112.0,161.0,94.72,89.74,86.11,-85.89,-101.17,-95.23,4.29,4.89,5.22,5.36,2023-05-30
2023-05-31,728.0,777.0,725.0,908.0,875.0,804.0,650.0,103.2,864.0,192.0,134.0,111.0,154.0,94.54,89.74,86.11,-83.55,-101.14,-98.09,4.25,4.87,5.2,5.36,2023-05-31
2023-06-01,750.0,802.0,746.0,918.0,895.0,829.0,673.0,104.35,875.0,184.0,127.0,106.0,145.0,98.17,89.55,88.83,-80.63,-71.15,-91.89,4.19,4.77,5.09,5.25,2023-06-01
2023-06-02,750.0,803.0,750.0,923.0,900.0,829.0,678.0,,,181.0,130.0,105.0,147.0,98.17,92.87,89.35,-79.73,-94.73,-94.0,4.24,4.82,5.12,5.29,2023-06-02
2023-06-05,762.0,814.0,760.0,933.0,910.0,841.0,685.0,109.0,911.0,181.0,124.0,103.0,144.0,99.86,94.09,90.36,-79.49,-92.74,-89.34,4.25,4.79,5.08,5.23,2023-06-05
2023-06-08,785.0,840.0,787.0,953.0,940.0,866.0,703.0,114.5,960.0,174.0,112.0,100.0,141.0,103.46,97.01,93.12,-79.35,-98.96,-102.16,4.14,4.62,4.93,5.11,2023-06-08
2023-06-09,796.0,853.0,797.0,968.0,952.0,879.0,719.0,116.25,972.0,166.0,108.0,93.0,131.0,105.91,99.58,95.58,-79.07,-106.58,-130.36,4.11,4.57,4.93,5.25,2023-06-09
2023-06-12,785.0,835.0,780.0,958.0,935.0,861.0,700.0,112.4,942.0,180.0,114.0,100.0,139.0,108.49,102.25,98.22,-124.33,-147.18,-148.8,4.17,4.65,5.01,5.18,2023-06-12
2023-06-13,790.0,847.0,789.0,974.0,951.0,872.0,709.0,112.9,950.0,169.0,108.0,97.0,133.0,105.05,99.17,95.25,-81.83,-106.52,-108.47,4.17,4.67,5.01,5.16,2023-06-13
2023-06-14,794.0,853.0,793.0,952.0,952.0,879.0,717.0,114.3,962.0,171.0,113.0,101.0,134.0,107.82,102.01,98.06,-104.61,-131.67,-134.75,4.16,4.65,5.01,5.17,2023-06-14
2023-06-15,795.0,860.0,800.0,979.0,961.0,886.0,723.0,115.4,970.0,161.0,109.0,97.0,131.0,103.06,99.1,-102.77,,,,4.12,4.61,4.97,5.17,2023-06-15
2023-06-16,788.0,860.0,802.0,979.0,961.0,886.0,725.0,115.5,968.0,154.0,111.0,98.0,133.0,109.56,103.76,99.8,-108.05,-139.2,-145.71,4.18,4.66,5.03,5.23,2023-06-16
2023-06-19,784.0,856.0,800.0,979.0,955.0,882.0,720.0,115.15,964.0,155.0,112.0,99.0,137.0,109.74,104.09,100.0,-112.53,-141.01,-146.07,4.18,4.63,5.0,5.19,2023-06-19
2023-06-20,777.0,855.0,796.0,979.0,955.0,882.0,719.0,114.75,961.0,150.0,113.0,101.0,135.0,110.0,104.24,100.27,-116.53,-141.19,-146.24,4.17,4.64,4.97,5.15,2023-06-20
2023-06-21,775.0,850.0,790.0,975.0,952.0,876.0,718.0,112.4,950.0,157.0,121.0,104.0,138.0,109.37,103.87,99.88,-120.46,-145.21,-149.11,4.12,4.62,4.95,5.13,2023-06-21
2023-06-26,775.0,846.0,790.0,968.0,944.0,872.0,715.0,109.45,929.0,157.0,119.0,100.0,138.0,105.56,100.46,96.43,-97.39,-126.02,-128.82,4.1,4.6,4.94,5.12,2023-06-26
2023-06-27,794.0,870.0,814.0,993.0,969.0,896.0,730.0,113.95,966.0,151.0,108.0,100.0,137.0,100.47,96.57,-73.75,-102.56,-112.8,,4.06,,4.83,,2023-06-27
2023-06-28,798.0,875.0,817.0,993.0,976.0,901.0,735.0,113.5,963.0,149.0,107.0,99.0,134.0,104.22,100.29,-98.3,-128.09,-139.07,,4.04,,4.8,,2023-06-28
2023-06-29,797.0,874.0,814.0,1003.0,995.0,900.0,738.0,,,148.0,110.0,98.0,131.0,105.0,101.12,-104.61,-133.48,-145.37,,4.05,,4.79,,2023-06-29
2023-06-30,794.0,867.0,807.0,1003.0,995.0,893.0,736.0,,,153.0,116.0,98.0,131.0,103.97,100.04,-107.66,-134.34,-146.28,,4.09,,,,2023-06-30
2023-07-14,801.0,883.0,813.0,1023.0,1015.0,914.0,755.0,115.8,971.0,134.0,110.0,89.0,111.0,108.03,102.29,97.91,-85.06,-121.52,-126.5,3.98,4.45,4.85,5.0,2023-07-14
2023-07-17,793.0,871.0,806.0,1018.0,1010.0,902.0,740.0,115.05,965.0,142.0,110.0,92.0,120.0,112.07,106.0,101.39,-94.81,-130.75,-131.99,3.99,4.43,4.81,4.98,2023-07-17
2023-07-18,795.0,880.0,814.0,1023.0,1015.0,911.0,750.0,115.85,973.0,131.0,109.0,90.0,116.0,110.32,104.16,99.45,-94.56,-122.92,-121.46,3.97,4.44,4.83,5.01,2023-07-18
2023-07-19,785.0,872.0,803.0,1018.0,1010.0,908.0,740.0,114.0,959.0,131.0,109.0,92.0,115.0,111.61,105.19,100.52,-92.56,-121.81,-123.67,4.01,4.49,4.86,5.03,2023-07-19
2023-07-20,801.0,886.0,817.0,1028.0,1015.0,922.0,752.0,116.25,977.0,134.0,106.0,92.0,115.0,110.34,103.65,99.04,-94.91,-117.39,-117.67,3.96,4.45,4.83,4.98,2023-07-20
2023-07-21,799.0,885.0,,1023.0,1010.0,921.0,745.0,115.35,969.0,134.0,,102.0,,106.27,101.52,-100.42,,,,3.99,,,,2023-07-21
2023-07-28,785.0,872.0,805.0,1013.0,975.0,908.0,738.0,109.4,920.0,131.0,106.0,91.0,117.0,104.0,99.23,-73.07,-116.51,-112.59,4.09,4.61,5.22,5.26,,2023-07-28
2023-07-31,789.0,877.0,813.0,1016.0,980.0,913.0,738.0,110.05,925.0,128.0,99.0,90.0,119.0,101.03,96.34,-63.39,-112.42,-98.12,4.07,4.57,5.13,5.16,,2023-07-31
2023-08-01,789.0,876.0,816.0,1016.0,980.0,912.0,735.0,109.55,920.0,131.0,99.0,92.0,125.0,101.67,96.94,-61.55,-104.2,-91.09,4.07,4.61,5.17,5.19,,2023-08-01
2023-08-02,786.0,866.0,807.0,1006.0,970.0,902.0,727.0,106.95,901.0,135.0,98.0,88.0,123.0,100.33,95.67,-53.57,-95.16,-84.12,4.11,4.57,5.11,5.14,,2023-08-02
2023-08-03,760.0,840.0,781.0,991.0,941.0,876.0,705.0,103.75,876.0,127.0,94.0,80.0,115.0,98.32,93.86,-44.91,-85.41,-73.44,4.17,4.6,5.18,5.21,,2023-08-03
2023-08-04,768.0,850.0,786.0,996.0,950.0,886.0,706.0,105.05,886.0,129.0,88.0,84.0,113.0,96.05,92.4,-41.29,-91.98,-83.99,4.12,4.57,5.17,5.19,,2023-08-04
2023-08-10,785.0,830.0,778.0,983.0,933.0,866.0,698.0,103.35,874.0,153.0,85.0,67.0,110.0,101.44,96.0,92.08,-39.09,-91.59,-81.38,4.19,4.52,5.18,5.23,2023-08-10
2023-08-11,789.0,841.0,790.0,988.0,944.0,877.0,710.0,105.1,888.0,140.0,81.0,62.0,106.0,100.73,95.26,91.36,-40.34,-94.09,-83.04,4.14,4.45,5.04,5.1,2023-08-11
2023-08-14,779.0,828.0,783.0,978.0,931.0,860.0,700.0,103.45,876.0,140.0,81.0,59.0,109.0,102.75,97.2,93.46,-39.68,-85.28,-77.03,4.2,4.45,5.08,5.16,2023-08-14
2023-08-15,787.0,836.0,785.0,978.0,937.0,868.0,708.0,104.1,882.0,140.0,80.0,59.0,102.0,100.44,94.9,91.28,-31.99,-80.68,-74.39,4.17,4.46,5.03,5.1,2023-08-15
2023-08-16,786.0,835.0,785.0,978.0,934.0,865.0,709.0,104.45,888.0,140.0,83.0,59.0,103.0,100.99,95.39,91.82,-27.44,-69.64,-68.26,0.0,4.49,5.05,5.12,2023-08-16
2023-08-17,799.0,856.0,798.0,988.0,953.0,886.0,720.0,108.8,836.0,126.0,67.0,54.0,89.0,100.81,95.05,91.52,,,,-31.53,,,4.1,2023-08-17
2023-08-18,800.0,862.0,803.0,988.0,953.0,892.0,719.0,109.35,840.0,119.0,57.0,52.0,87.0,105.65,99.38,95.66,,,,-43.98,,,4.07,2023-08-18
2023-08-21,808.0,873.0,812.0,993.0,967.0,903.0,722.0,110.35,847.0,121.0,53.0,57.0,89.0,106.85,100.48,96.59,,,,-44.9,,,3.99,2023-08-21
2023-08-22,833.0,901.0,836.0,1003.0,975.0,931.0,744.0,113.3,869.0,118.0,47.0,57.0,84.0,107.42,101.05,97.01,,,,-41.81,,,3.89,2023-08-22
2023-08-23,842.0,903.0,839.0,1003.0,981.0,933.0,749.0,116.5,892.0,125.0,49.0,57.0,85.0,110.68,104.23,100.01,,,,-37.89,,,3.9,2023-08-23
2023-08-28,827.0,889.0,826.0,993.0,968.0,914.0,735.0,113.95,872.0,124.0,50.0,57.0,87.0,113.77,107.4,103.33,-69.63,-83.39,-87.83,3.94,4.13,4.56,4.72,2023-08-28
2023-08-29,825.0,884.0,831.0,993.0,965.0,905.0,727.0,114.05,873.0,129.0,49.0,59.0,99.0,112.27,106.02,102.0,-62.1,-87.85,-93.71,3.96,4.18,4.54,4.69,2023-08-29
2023-08-30,832.0,893.0,837.0,998.0,972.0,908.0,737.0,116.45,890.0,124.0,46.0,56.0,93.0,112.18,106.09,102.18,-68.81,-88.86,-92.12,3.92,4.16,4.49,4.64,2023-08-30
2023-08-31,849.0,914.0,857.0,1008.0,980.0,929.0,757.0,118.2,903.0,106.0,32.0,43.0,78.0,114.13,108.19,104.22,-71.19,-86.98,-91.77,3.85,4.02,4.43,4.58,2023-08-31
2023-09-01,846.0,910.0,850.0,1008.0,980.0,925.0,757.0,,,110.0,38.0,45.0,77.0,116.33,109.98,105.98,-52.48,-81.45,-90.99,3.9,4.09,4.51,4.66,2023-09-01
2023-09-04,850.0,913.0,855.0,1015.0,987.0,925.0,765.0,118.5,905.0,118.0,50.0,51.0,86.0,116.27,110.07,106.02,-58.19,-85.39,-93.54,3.92,4.1,4.52,4.67,2023-09-04
2023-09-05,852.0,910.0,857.0,1018.0,993.0,922.0,771.0,118.75,907.0,124.0,61.0,52.0,92.0,117.08,110.57,106.48,-68.23,-90.42,-97.25,3.93,4.08,4.49,4.65,2023-09-05
2023-09-06,863.0,916.0,860.0,1018.0,993.0,928.0,778.0,119.5,914.0,133.0,66.0,56.0,93.0,117.54,110.56,106.55,-75.92,-88.31,-94.28,3.91,4.08,4.47,4.62,2023-09-06
2023-09-07,853.0,902.0,846.0,1013.0,974.0,917.0,769.0,117.7,901.0,130.0,64.0,49.0,86.0,118.85,111.56,107.41,-86.55,-91.76,-94.51,3.95,4.11,4.54,4.68,2023-09-07
2023-09-08,853.0,899.0,849.0,1013.0,973.0,917.0,770.0,,,137.0,72.0,53.0,96.0,117.07,109.69,105.52,-80.3,-93.76,-92.84,3.95,4.07,4.49,4.67,2023-09-08
2023-09-11,863.0,920.0,865.0,1033.0,990.0,940.0,789.0,120.65,923.0,237.0,181.0,164.0,151.0,108.77,104.75,116.43,-97.23,-101.46,-84.18,3.87,4.41,4.58,3.99,2023-09-11
2023-09-12,869.0,927.0,873.0,1038.0,1000.0,947.0,801.0,122.6,938.0,239.0,190.0,164.0,152.0,112.49,108.19,119.51,-101.54,-103.56,-80.14,3.87,4.41,4.58,4.0,2023-09-12
2023-09-13,869.0,929.0,875.0,1038.0,1004.0,944.0,805.0,122.5,936.0,237.0,192.0,165.0,152.0,113.87,109.35,120.93,-105.27,-108.5,-86.7,3.85,4.39,4.56,3.98,2023-09-13
2023-09-14,891.0,934.0,875.0,1043.0,1008.0,949.0,810.0,123.95,947.0,257.0,194.0,167.0,149.0,114.14,109.68,121.13,-104.78,-107.54,-87.06,3.83,4.39,4.55,3.98,2023-09-14
2023-09-15,907.0,950.0,894.0,1063.0,1040.0,965.0,835.0,0.0,0.0,260.0,206.0,169.0,154.0,114.91,110.28,121.98,-107.77,-108.67,-88.69,3.8,4.35,4.51,4.79,2023-09-15
2023-09-19,898.0,938.0,887.0,1063.0,1025.0,983.0,845.0,122.75,936.0,267.0,234.0,173.0,163.0,115.72,110.88,107.05,-104.55,-105.31,-128.77,3.87,4.44,4.59,4.91,2023-09-19
2023-09-20,908.0,948.0,894.0,1073.0,1035.0,968.0,857.0,124.65,950.0,271.0,239.0,173.0,160.0,114.24,109.39,105.54,-101.51,-101.7,-126.49,3.83,4.4,4.57,4.88,2023-09-20
2023-09-21,898.0,938.0,892.0,1073.0,1022.0,960.0,850.0,119.85,915.0,278.0,251.0,181.0,177.0,115.56,110.47,106.47,-101.2,-102.94,-131.02,3.84,4.41,4.6,4.88,2023-09-21
2023-09-22,909.0,949.0,903.0,1088.0,1038.0,975.0,855.0,123.6,943.0,275.0,240.0,176.0,172.0,111.59,106.48,102.43,-88.49,-89.57,-111.25,3.8,4.34,4.53,4.83,2023-09-22
2023-09-25,899.0,934.0,890.0,1083.0,1015.0,960.0,840.0,,,291.0,251.0,186.0,185.0,114.86,109.56,105.47,-97.48,-99.03,-124.87,3.83,4.4,4.62,4.92,2023-09-25
2023-09-26,896.0,931.0,888.0,1083.0,1013.0,957.0,840.0,118.8,907.0,294.0,257.0,187.0,186.0,109.99,104.71,100.42,-84.99,-86.69,-108.42,3.82,4.37,4.61,4.89,2023-09-26
2023-09-27,901.0,936.0,891.0,1088.0,1020.0,962.0,841.0,117.4,897.0,293.0,252.0,187.0,184.0,108.98,103.62,99.39,-80.3,-83.86,-105.07,3.8,4.35,4.58,4.86,2023-09-27
2023-09-28,901.0,941.0,896.0,1093.0,1020.0,967.0,846.0,118.3,903.0,288.0,252.0,187.0,184.0,110.38,104.93,100.68,-86.15,-88.47,-111.53,3.79,4.33,4.56,4.86,2023-09-28
2023-10-09,895.0,920.0,877.0,1078.0,1010.0,946.0,834.0,116.35,890.0,303.0,261.0,187.0,187.0,111.45,106.03,101.83,-89.19,-91.77,-119.23,3.84,4.39,4.63,4.91,2023-10-09
2023-10-10,885.0,909.0,865.0,1078.0,993.0,929.0,823.0,114.05,873.0,304.0,261.0,184.0,183.0,107.94,101.89,97.59,-85.63,-80.55,-102.17,3.84,4.41,4.66,4.97,2023-10-10
2023-10-11,890.0,916.0,875.0,1088.0,1008.0,936.0,829.0,116.25,889.0,306.0,264.0,184.0,185.0,106.23,99.84,95.65,-80.66,-76.33,-99.84,3.81,4.37,4.64,4.91,2023-10-11
2023-10-12,890.0,922.0,880.0,1088.0,1005.0,942.0,822.0,118.2,903.0,306.0,256.0,181.0,181.0,107.77,100.94,96.48,-84.63,-81.23,-103.55,3.8,4.33,4.64,4.91,2023-10-12
2023-10-13,893.0,925.0,880.0,1088.0,1009.0,945.0,826.0,118.45,905.0,294.0,246.0,179.0,176.0,109.79,102.88,98.47,-91.47,-96.93,-119.66,3.79,4.3,4.57,4.83,2023-10-13
2023-10-16,900.0,935.0,892.0,1098.0,1020.0,955.0,831.0,,,284.0,233.0,170.0,169.0,112.35,105.25,111.1,-107.52,-101.91,-210.87,3.77,4.24,4.53,4.74,2023-10-16
2023-10-17,905.0,938.0,895.0,1101.0,1023.0,958.0,834.0,,,288.0,235.0,169.0,168.0,113.14,106.34,101.28,-93.91,-92.24,-114.19,3.76,4.21,4.51,4.85,2023-10-17
2023-10-18,900.0,929.0,887.0,1098.0,1013.0,950.0,825.0,118.35,905.0,290.0,233.0,164.0,165.0,113.14,106.34,101.28,-89.9,-90.73,-111.68,3.79,4.2,4.53,4.87,2023-10-18
2023-10-19,900.0,937.0,894.0,1103.0,1015.0,957.0,830.0,119.35,912.0,282.0,230.0,163.0,162.0,111.71,105.1,99.9,-83.28,-88.66,-108.97,3.75,4.18,4.51,4.85,2023-10-19
2023-10-20,875.0,908.0,865.0,1083.0,994.0,928.0,810.0,,,286.0,240.0,163.0,163.0,112.22,105.87,99.9,-76.92,-86.41,-101.47,3.86,4.3,4.64,4.99,2023-10-20
2023-10-23,870.0,903.0,856.0,1078.0,988.0,923.0,800.0,115.55,884.0,284.0,232.0,162.0,157.0,108.34,101.57,96.54,-77.92,-83.0,-102.19,3.87,4.28,4.63,4.98,2023-10-23
2023-10-24,890.0,927.0,880.0,1093.0,1009.0,947.0,811.0,118.55,906.0,275.0,213.0,159.0,154.0,108.46,101.61,96.62,-82.88,-86.81,-104.83,3.79,4.2,4.52,4.85,2023-10-24
2023-10-25,900.0,930.0,885.0,1098.0,1013.0,950.0,816.0,120.0,917.0,274.0,207.0,154.0,152.0,111.67,104.76,99.73,-79.35,-81.29,-102.99,3.82,4.21,4.51,4.85,2023-10-25
2023-10-26,901.0,933.0,889.0,1098.0,1016.0,953.0,819.0,119.0,909.0,268.0,203.0,153.0,151.0,112.74,105.7,100.46,-80.51,-77.41,-102.9,3.81,4.2,4.48,4.8,2023-10-26
